,return,iv,ive,rv,realiv
2022-03-02,,43.0453,45.303,37.98,43.0453
2022-03-31,,45.303,45.3907,77.7,45.303
2022-04-29,,45.3907,53.0478,105.13,45.3907
2022-05-30,,53.0478,53.622,62.92,53.0478
2022-06-28,,53.622,54.1026,54.36,53.622
2022-07-27,,54.1026,53.4231,57.14,54.1026
2022-08-25,,53.4231,60.677,60.29,53.4231
2022-09-23,,60.677,59.3607,63.1,60.677
2022-10-24,,59.3607,55.4086,69.42,59.3607
2022-11-22,,55.4086,58.3374,60.7,55.4086
2022-12-21,,58.3374,58.6678,70.3,58.3374
2023-01-19,,58.6678,57.5653,53.86,58.6678
2023-02-17,,57.5653,61.8675,61.34,57.263621099952736
2023-03-20,,61.8675,68.8924,66.19,61.58689871749471
2023-04-18,,68.8924,68.3433,104.42,68.64052239857263
2023-05-17,,68.3433,69.8327,95.53,67.40839278992938
2023-06-15,,69.8327,69.5987,52.1,68.91800020982474
2023-07-14,,69.5987,68.4474,109.93,68.68088384202261
2023-08-14,,68.4474,65.9965,55.4,66.27452188262966
2023-09-12,,65.9965,68.5678,61.0,63.74012626486675
2023-10-11,,68.5678,66.1526,58.41,66.39886204485101
2023-11-09,,66.1526,64.4511,66.27,61.97860080807838
2023-12-08,,64.4511,64.1337,62.95,60.15916191717712
2024-01-08,,64.1337,73.6479,132.87,59.81899319661887
2024-02-06,,73.6479,93.1031,164.74,70.2309848669608
2024-03-06,,93.1031,80.8898,74.81,90.42436226251904
2024-04-04,,80.8898,71.2183,122.61,77.79163068745426
2024-05-03,,71.2183,72.7082,70.68,67.30128405284484
2024-06-03,,72.7082,73.2784,72.84,68.8759677065354
2024-07-02,,73.2784,68.3552,57.27,69.47762580019347
2024-07-31,,68.3552,71.1389,123.86,64.26390859037214
