,return,iv,ive,rv,realiv
2022-03-02,,67.9916,63.9414,99.48,63.418498159200745
2022-03-31,,63.9414,75.4379,89.21,59.07470941993055
2022-04-29,,75.4379,85.3603,108.95,71.35962034301492
2022-05-30,,85.3603,77.08,114.54,81.7783557867192
2022-06-28,,77.08,73.9932,70.05,72.78400498577183
2022-07-27,,73.9932,72.0888,58.25,69.50668045597386
2022-08-25,,72.0888,70.6101,63.29,67.47577392819484
2022-09-23,,70.6101,75.0524,78.84,64.75768132128232
2022-10-24,,75.0524,74.3801,85.63,69.57466359141635
2022-11-22,,74.3801,65.7241,51.26,68.8488950100781
2022-12-21,,65.7241,61.0336,62.56,60.13918328351496
2023-01-19,,61.0336,58.3006,54.99,54.97421553927081
2023-02-17,,58.3006,62.6108,44.95,51.92325110736235
2023-03-20,,62.6108,55.2901,51.31,56.72015798495456
2023-04-18,,55.2901,56.1627,38.89,48.97116390989506
2023-05-17,,56.1627,51.3063,82.12,49.95426516294488
2023-06-15,,51.3063,49.4466,33.02,44.68905572979063
2023-07-14,,49.4466,52.8768,39.91,42.5410570377645
2023-08-14,,52.8768,50.7035,57.76,46.483666599896495
2023-09-12,,50.7035,57.687,41.21,43.47951979833995
2023-10-11,,57.687,62.8235,60.34,51.45302419337697
2023-11-09,,62.8235,60.956,61.18,57.152566713090295
2023-12-08,,60.956,61.8601,61.96,54.21668992368031
2024-01-08,,61.8601,61.9207,43.91,55.231218547941694
2024-02-06,,61.9207,72.4021,42.94,55.29908334475805
2024-03-06,,72.4021,61.5003,60.52,66.82723707209882
2024-04-04,,61.5003,61.0009,53.62,53.92729831320653
2024-05-03,,61.0009,55.1331,97.96,53.35706517492849
2024-06-03,,55.1331,80.2325,81.03,46.96946800296063
2024-07-02,,80.2325,65.5966,39.94,74.85804075128564
2024-07-31,,65.5966,57.557,57.02,58.901495230861
