,return,iv,ive,rv,realiv
2022-03-02,,95.4033,92.6241,150.48,92.81002225833204
2022-03-31,,92.6241,96.1717,72.93,89.95073363520771
2022-04-29,,96.1717,94.3272,100.73,93.36907288365178
2022-05-30,,94.3272,96.9251,74.48,91.45960800804671
2022-06-28,,96.9251,91.4168,51.76,94.13667854325205
2022-07-27,,91.4168,101.9113,125.41,88.45490692655532
2022-08-25,,101.9113,102.0889,91.48,97.76811698488292
2022-09-23,,102.0889,102.4322,61.18,97.9532293203739
2022-10-24,,102.4322,107.3313,125.25,98.31097206273444
2022-11-22,,107.3313,113.2658,79.76,100.67328534143928
2022-12-21,,113.2658,105.889,90.06,106.97777279130862
2023-01-19,,105.889,108.166,52.26,99.13416536567426
2023-02-17,,108.166,104.919,79.47,101.56271942868038
2023-03-20,,104.919,99.3368,113.95,98.09739539227763
2023-04-18,,99.3368,98.2331,77.43,91.59861588433796
2023-05-17,,98.2331,88.1072,50.1,90.3071859956512
2023-06-15,,88.1072,84.9775,122.8,79.17401466821764
2023-07-14,,84.9775,101.4175,49.79,75.6757650314362
2023-08-14,,101.4175,83.8181,74.09,93.76116047219736
2023-09-12,,83.8181,84.8586,76.5,74.34656540257616
2023-10-11,,84.8586,87.4427,87.23,75.51767934404191
2023-11-09,,87.4427,91.7234,113.77,78.41022690210464
2023-12-08,,91.7234,98.3975,101.35,84.7062218347226
2024-01-08,,98.3975,93.5899,126.48,91.89140284163275
2024-02-06,,93.5899,102.8448,106.15,86.72387959474159
2024-03-06,,102.8448,94.714,120.63,96.63857820246136
2024-04-04,,94.714,106.3709,52.81,87.93579308764569
2024-05-03,,106.3709,106.9902,285.18,100.3829182518781
2024-06-03,,106.9902,102.4338,96.68,100.66293292423916
2024-07-02,,102.4338,112.7114,126.71,95.80608827892868
2024-07-31,,112.7114,138.4685,190.18,106.72386264950248
