,return,iv,ive,rv,realiv
2022-02-01,,44.7996,74.1829,227.33,44.31571885222321
2022-03-02,,74.1829,62.1206,135.2,73.62263324564802
2022-03-31,,62.1206,65.5404,66.59,61.45045498589247
2022-04-29,,65.5404,59.332,78.12,64.90557376507196
2022-05-30,,59.332,58.7015,59.68,57.9892527905197
2022-06-28,,58.7015,54.8011,47.37,57.3439911189725
2022-07-27,,54.8011,50.4967,55.09,53.3444259169859
2022-08-25,,50.4967,54.0633,40.88,48.80907881840309
2022-09-23,,54.0633,53.9078,47.78,52.49047409865037
2022-10-24,,53.9078,50.2902,64.9,52.33030063979268
2022-11-22,,50.2902,52.2599,46.43,48.30900365965292
2022-12-21,,52.2599,47.6964,43.58,50.35625846464726
2023-01-19,,47.6964,43.2555,49.93,45.6026555313214
2023-02-17,,43.2555,43.6625,36.31,41.32025939790629
2023-03-20,,43.6625,37.7632,30.29,41.746131110682136
2023-04-18,,37.7632,37.5798,47.76,35.530055315187205
2023-05-17,,37.5798,39.1187,92.34,36.21046416346032
2023-06-15,,39.1187,39.9488,34.04,37.8051456363184
2023-07-14,,39.9488,37.0388,28.84,38.66345779070005
2023-08-14,,37.0388,34.3472,24.06,35.345759023719644
2023-09-12,,34.3472,38.0244,30.59,32.51430644136299
2023-10-11,,38.0244,36.4628,44.15,36.37725897979201
2023-11-09,,36.4628,35.5475,30.47,34.57572150522641
2023-12-08,,35.5475,33.5694,30.53,33.60906856812572
2024-01-08,,33.5694,34.8897,27.41,31.50951205790049
2024-02-06,,34.8897,33.8709,43.32,32.912549276179995
2024-03-06,,33.8709,35.9121,28.63,31.394668907129805
2024-04-04,,35.9121,35.46,24.25,33.586698191223014
2024-05-03,,35.46,36.7989,112.17,33.10285439321363
2024-06-03,,36.7989,37.1649,29.03,34.30894434088547
2024-07-02,,37.1649,40.1312,35.41,34.70121629836592
2024-07-31,,40.1312,37.5838,40.91,37.861033187381146
