,return,iv,ive,rv
2022-01-19,,78.2295,83.1446,110.85
2022-02-17,,83.1446,89.8784,167.78
2022-03-18,,89.8784,87.3466,94.04
2022-04-18,,87.3466,107.7991,133.58
2022-05-17,,107.7991,104.4153,108.17
2022-06-15,,104.4153,100.1927,99.2
2022-07-14,,100.1927,91.6077,95.97
2022-08-12,,91.6077,83.3877,118.65
2022-09-12,,83.3877,95.5617,87.15
2022-10-11,,95.5617,94.1059,80.61
2022-11-09,,94.1059,89.4663,116.04
2022-12-08,,89.4663,85.7185,69.48
2023-01-06,,85.7185,81.8591,74.42
2023-02-06,,81.8591,82.1874,69.17
2023-03-07,,82.1874,72.7147,85.77
2023-04-05,,72.7147,69.071,42.98
2023-05-04,,69.071,66.2566,56.56
2023-06-02,,66.2566,62.6255,52.79
2023-07-03,,62.6255,63.3256,52.41
2023-08-01,,63.3256,64.039,52.47
2023-08-30,,64.039,58.1524,62.95
2023-09-28,,58.1524,64.3171,64.34
2023-10-27,,64.3171,60.1429,63.3
2023-11-27,,60.1429,60.0769,79.98
2023-12-26,,60.0769,59.0403,49.33
2024-01-24,,59.0403,61.062,56.55
2024-02-22,,61.062,55.6203,62.32
2024-03-22,,55.6203,56.0652,30.72
2024-04-22,,56.0652,57.3022,39.48
2024-05-21,,57.3022,56.1764,48.24
2024-06-19,,56.1764,56.3284,64.34
2024-07-18,,56.3284,58.8277,51.29
