PriceDate,symbol,impvol180,impvol90,impvol10,impvol30,rsi,volume,volume3mo,volume6mo,turnover,turnover3m,turnover6m,liquidity_ratio,volume_op,marketcap,cc30,cencc180,cencc5,cencc10,avgimpliedmove,impvol180theta,cIV180,cIV90,IVE,Forward_RV,industrysubgroup
2021-09-03,CCEP,25.023,28.0384,22.1,23.5718,59.52,931291.0,917073.0,905460.0,2042.8726731635102,2011.6841792695084,1986.209993055481,0.1622604899345137,669.0,27835.6205,21.58,21.97,15.23,16.43,2.4902825770770636,24.522326556532633,24.942945475624967,27.966978287973838,29.3048,22.94,Beverages-Non-alcoholic
2021-09-06,CCEP,27.2777,24.4439,21.3411,21.9143,52.87,1396694.0,907818.0,913205.0,3063.777071246688,1991.3824884083601,2003.1993696169898,0.3189272292449607,1867.0,27297.69,22.45,21.35,19.9,18.39,2.4902825770770636,26.819151515945197,27.204281230901874,24.361942599267408,28.3416,22.76,Beverages-Non-alcoholic
2021-09-07,CCEP,27.2777,24.4439,21.3411,21.9143,52.87,1396694.0,907818.0,913205.0,3063.777071246688,1991.3824884083601,2003.1993696169898,0.3189272292449607,1867.0,27297.69,22.45,21.35,19.9,18.39,2.4902825770770636,26.819151515945197,27.204281230901874,24.361942599267408,26.9509,22.03,Beverages-Non-alcoholic
2021-09-08,CCEP,28.781,32.0478,20.6031,23.866,52.92,1330344.0,915221.0,917917.0,2918.232317420281,2007.62171271619,2013.5356374813373,0.01326756251063106,78.0,27302.2479,22.42,21.35,19.41,16.26,2.4902825770770636,28.34677991845327,28.711425617687464,31.985332339058164,27.6801,22.48,Beverages-Non-alcoholic
2021-09-09,CCEP,27.1119,30.0622,22.8404,24.1439,44.81,1314104.0,926114.0,924878.0,2882.6083206721487,2031.5164722814682,2028.8051922881414,0.11530668631423835,626.0,26563.7338,23.93,21.6,26.0,20.74,2.4902825770770636,26.650498913814456,27.038031023171786,29.99559749096524,27.2119,22.75,Beverages-Non-alcoholic
2021-09-10,CCEP,26.1883,26.892,35.7164,27.426,45.04,1383010.0,935112.0,932468.0,3033.759944442942,2051.254386568375,2045.4545287993733,0.012075051086754598,65.0,26581.9691,23.93,21.6,25.71,20.74,2.4902825770770636,25.710329201222333,26.11181833748849,26.817525314614695,28.575,23.13,Beverages-Non-alcoholic
2021-09-13,CCEP,24.1448,24.8444,23.4045,23.1527,49.31,1149477.0,944799.0,937332.0,2521.4837719063617,2072.503709263742,2056.1241563672293,0.08643662453023573,506.0,26923.8741,23.24,21.63,25.56,21.04,2.4902825770770636,23.62552301612021,24.06182385107164,24.76376811715051,28.0407,22.71,Beverages-Non-alcoholic
2021-09-14,CCEP,26.868,25.7131,28.9006,28.2454,46.2,1005019.0,952620.0,937082.0,2204.6018573642577,2089.659818732123,2055.5757828484966,0.018974358974358976,111.0,26645.7911,23.33,21.55,22.71,21.35,2.4902825770770636,26.402336918258307,26.793458604666924,25.635200635259324,24.9594,23.28,Beverages-Non-alcoholic
2021-09-15,CCEP,25.6117,24.9551,24.4171,22.31,51.19,880966.0,955130.0,937841.0,1932.4801656451848,2095.165739214323,2057.2407232842647,0.0278430057027843,166.0,27060.6357,23.78,21.54,25.22,22.5,2.4902825770770636,25.12276154476704,25.533491278906613,24.87482695437297,28.4012,23.68,Beverages-Non-alcoholic
2021-09-16,CCEP,25.6165,24.2383,29.6754,24.227,51.81,561257.0,955010.0,935017.0,1231.1690120795092,2094.902545938941,2051.0460558488294,0.016352411146337394,98.0,27115.34,22.88,21.53,16.1,21.63,2.4902825770770636,25.127654944208892,25.53830597847085,24.155645031544903,27.2098,23.75,Beverages-Non-alcoholic
2021-09-17,CCEP,27.9896,28.0738,21.1131,24.9299,43.66,1212500.0,953973.0,937789.0,2659.730670622954,2092.6278326154156,2057.126734740478,0.006420545746388443,28.0,26372.2661,24.51,21.88,25.46,25.59,2.4902825770770636,27.54290614487196,27.918053445038034,28.002468577609367,26.8074,24.19,Beverages-Non-alcoholic
2021-09-20,CCEP,27.8725,28.544,28.2666,28.3103,39.63,1491477.0,966701.0,942143.0,3271.6922992026284,2120.5477639490787,2066.6775269398468,0.00819672131147541,36.0,25939.1879,24.83,21.82,26.53,26.05,2.4902825770770636,27.423898829218754,27.80065208317963,28.473846526242287,27.3105,23.51,Beverages-Non-alcoholic
2021-09-21,CCEP,28.5504,28.217,29.2565,29.0174,42.5,879255.0,968818.0,944112.0,1928.7269844106822,2125.191690218183,2070.996799228822,0.04049026045086452,185.0,26153.4472,24.72,21.85,26.15,24.49,2.4902825770770636,28.11261835733601,28.480262290927026,28.146031496465003,26.685,23.7,Beverages-Non-alcoholic
2021-09-22,CCEP,26.6208,27.2312,26.7237,26.8042,43.78,660030.0,967620.0,940101.0,1447.8366428631439,2122.5636597840025,2062.198196736943,0.0,0.0,26249.1819,24.03,21.85,23.88,24.56,2.4902825770770636,26.150735427234654,26.54556446263669,27.15765552178612,27.5719,24.36,Beverages-Non-alcoholic
2021-09-23,CCEP,28.6331,31.0095,25.7511,27.1751,41.7,937896.0,962314.0,940895.0,2057.361418301366,2110.9245544188916,2063.9400015275296,0.0,0.0,26048.5965,23.95,21.58,24.45,20.7,2.4902825770770636,28.196602390274357,28.563165363978833,30.944936423427983,27.2111,24.32,Beverages-Non-alcoholic
2021-09-24,CCEP,27.0682,27.0234,26.75,26.7638,38.0,968254.0,950789.0,937654.0,2123.954411194103,2085.6433236163552,2056.8304902161995,0.0030554343081623746,14.0,25670.2227,24.48,21.62,17.79,21.96,2.4902825770770636,26.606041080649817,26.994211439491988,26.949288442554472,26.8338,24.27,Beverages-Non-alcoholic
2021-09-27,CCEP,28.5023,27.1054,25.57,25.5806,42.12,903502.0,940803.0,937168.0,1981.9150430098055,2063.7382299195287,2055.764521857631,0.009941646855413875,46.0,25948.3039,24.48,21.23,15.39,21.69,2.4902825770770636,28.06376802988554,28.432043635482835,27.03151326063711,26.4686,24.27,Beverages-Non-alcoholic
2021-09-28,CCEP,28.2371,27.3664,31.1036,29.4718,36.16,816709.0,930143.0,935432.0,1791.5265302117116,2040.3544731241018,2051.9563825169084,0.0012961762799740765,6.0,25300.9647,25.87,21.46,22.9,24.58,2.4902825770770636,27.794384093827762,28.166182141177742,27.293219834970003,26.769,22.63,Beverages-Non-alcoholic
2021-09-29,CCEP,28.2758,31.6293,27.8058,30.1697,35.42,608593.0,913041.0,933351.0,1335.0048536251347,2002.839609654969,2047.3914670984927,0.002155636990730761,10.0,25214.3494,25.81,21.04,22.88,23.39,2.4902825770770636,27.833699653212214,28.20497944760818,31.56600415779609,24.7606,22.73,Beverages-Non-alcoholic
2021-09-30,CCEP,27.1131,32.0797,26.7007,30.4865,35.34,963115.0,909831.0,930076.0,2112.681564835605,1995.7981973242483,2040.2074716893,0.0008618832148243913,4.0,25205.2317,25.44,21.04,22.23,23.37,2.4902825770770636,26.651719688515893,27.03923430147385,32.01729457793085,26.6292,22.91,Beverages-Non-alcoholic
2021-10-01,CCEP,28.6325,27.7366,27.67,27.0017,39.65,1138252.0,913975.0,934780.0,2496.8607292070724,2004.8884473535159,2050.5261334468883,0.0,0.0,25465.0794,25.62,21.03,20.96,19.44,2.4902825770770636,28.195993101772913,28.56256389489571,27.664399136073786,26.2019,23.79,Beverages-Non-alcoholic
2021-10-04,CCEP,29.3048,30.6328,28.5161,30.0107,35.49,1109868.0,917218.0,936239.0,2434.5979196005596,2012.0023593978617,2053.726678892362,0.041330853482124404,200.0,25036.5574,22.94,20.97,22.93,19.53,2.4902825770770636,28.87845691489117,29.236472137383473,30.567440780019513,29.8522,23.43,Beverages-Non-alcoholic
2021-10-05,CCEP,28.3416,31.5439,43.1,39.3947,39.76,1159921.0,916515.0,941961.0,2544.393712386785,2010.4601979860474,2066.2783462956254,0.005597014925373134,27.0,25300.9647,22.76,21.02,16.12,19.8,2.4902825770770636,27.9005423120273,28.270944281364216,31.48043244953919,27.1889,23.58,Beverages-Non-alcoholic
2021-10-06,CCEP,26.9509,30.3279,37.1308,34.3541,37.18,535852.0,899529.0,934399.0,1175.440785746735,1973.1998286130774,2049.6903898109244,0.007232899359371771,35.0,25041.1171,22.03,21.0,17.54,20.39,2.4902825770770636,26.486694424847087,26.876588526262033,30.26188226812734,25.9642,23.77,Beverages-Non-alcoholic
2021-10-07,CCEP,27.6801,28.9168,28.641,30.4506,42.32,783365.0,894960.0,930321.0,1718.383341953185,1963.1772618312311,2040.744875082789,0.010239606799098914,50.0,25369.3464,22.48,21.08,19.82,21.06,2.4902825770770636,27.22832912161937,27.607751375474244,28.847553141297787,24.5888,26.56,Beverages-Non-alcoholic
2021-10-08,CCEP,27.2119,28.9045,30.0775,31.1939,35.47,737755.0,900320.0,926694.0,1618.333668006656,1974.9349960078243,2032.7887986387893,0.006320081549439347,31.0,24639.9482,22.75,21.19,27.73,24.58,2.4902825770770636,26.75222368991456,27.13830321906659,28.835223603259955,25.0831,24.59,Beverages-Non-alcoholic
2021-10-11,CCEP,28.575,30.6487,29.7624,31.8369,33.06,732593.0,905482.0,925068.0,1607.010278614305,1986.2582376575235,2029.221934166963,0.00020383204239706482,1.0,24343.6316,23.13,21.16,26.41,24.73,2.4902825770770636,28.13760110146609,28.504922820453313,30.583374759663133,25.8079,30.09,Beverages-Non-alcoholic
2021-10-12,CCEP,28.0407,28.6521,29.9604,30.5046,32.61,1369465.0,917299.0,930093.0,3004.0477210380495,2012.1799173111262,2040.2447357204767,0.007725147387680423,38.0,24288.9268,22.71,21.08,25.39,21.26,2.4902825770770636,27.594833343131928,27.969284161200836,28.582211853003958,28.5196,30.43,Beverages-Non-alcoholic
2021-10-13,CCEP,24.9594,28.9615,32.4893,32.1346,39.71,1757035.0,931891.0,938353.0,3854.218252306027,2044.1888188679884,2058.363811595169,0.01092896174863388,54.0,24731.1238,23.28,21.21,27.47,23.05,2.4902825770770636,24.457424621272484,24.879140828412865,28.892360274820057,23.355,29.79,Beverages-Non-alcoholic
2021-10-14,CCEP,28.4012,26.8932,31.597,31.4348,46.42,876055.0,930846.0,939953.0,1921.7074009877836,2041.8965103559415,2061.8735543780585,0.0012133468149646107,6.0,25228.0257,23.68,21.32,29.47,25.12,2.4902825770770636,27.961082457323172,28.330692921988337,26.818728646973554,24.0447,29.45,Beverages-Non-alcoholic
2021-10-15,CCEP,27.2098,29.6388,38.2291,43.2173,44.96,580921.0,927428.0,940303.0,1274.3037817697134,2034.3988386013275,2062.641338339304,0.0010121457489878543,2.0,25091.2634,23.75,21.2,21.32,24.73,2.4902825770770636,26.75008760331872,27.136197523603045,29.571243894026505,20.2702,29.41,Beverages-Non-alcoholic
2021-10-18,CCEP,26.8074,26.1028,35.8603,35.8603,37.82,501296.0,911032.0,940518.0,1099.6390416550805,1998.432773046486,2063.113035371024,0.0199501246882793,40.0,24329.9542,24.19,21.61,29.32,27.9,2.4902825770770636,26.34066562380734,26.732689628243545,26.026067083599088,24.2651,27.58,Beverages-Non-alcoholic
2021-10-19,CCEP,27.3105,33.0739,30.2946,30.2946,38.34,699819.0,903671.0,942180.0,1535.1175112275087,1982.2856717072186,2066.7587143651917,0.03907380607814761,81.0,24366.4249,23.51,21.61,29.29,27.41,2.4902825770770636,26.852511632903646,27.237169644623503,33.01337397495143,24.0246,27.58,Beverages-Non-alcoholic
