PriceDate,symbol,impvol180,impvol90,impvol10,impvol30,rsi,volume,volume3mo,volume6mo,turnover,turnover3m,turnover6m,liquidity_ratio,volume_op,marketcap,cc30,cencc180,cencc5,cencc10,avgimpliedmove,impvol180theta,cIV180,cIV90,IVE,Forward_RV,industrysubgroup
2021-08-27,BURL,33.0005,31.1865,28.3509,29.1717,37.58,1117538.0,492725.0,543078.0,16748.546710884453,7384.471649394063,8139.112272382422,0.14845758354755784,2772.0,20653.227,47.22,31.07,25.35,33.36,5.57007137234666,31.063325962907722,26.26466448005762,23.945717409382414,31.858,23.0,Retail-Apparel/Shoe
2021-08-30,BURL,33.1736,32.2301,28.674,30.1128,34.51,1813791.0,513365.0,554354.0,27183.292257612015,7693.803106217305,8308.105397025485,0.40387275242047027,9052.0,20132.7769,47.72,30.99,31.03,35.44,5.57007137234666,31.24715917628124,26.481830317408203,25.28989810200903,32.5913,21.69,Retail-Apparel/Shoe
2021-08-31,BURL,34.0243,32.6822,27.9417,29.0369,33.64,935973.0,515756.0,558680.0,14027.431686539141,7729.637561043621,8372.939747872735,0.12664930555555556,2918.0,19983.3127,47.6,30.97,29.38,35.51,5.57007137234666,32.14887572089974,27.540017982746487,25.86359984302263,32.8449,19.81,Retail-Apparel/Shoe
2021-09-01,BURL,33.5153,31.8371,29.8351,29.5333,37.2,1105912.0,521178.0,564068.0,16574.30749821494,7810.896737990606,8453.68933685782,0.09906693711967546,2442.0,20292.9152,47.16,30.92,30.26,31.73,5.57007137234666,31.60969081971314,26.908640509880843,24.787104236074043,33.8045,30.37,Retail-Apparel/Shoe
2021-09-02,BURL,33.052,31.8676,28.0908,29.1287,36.46,724470.0,525111.0,563381.0,10857.634534147019,7869.8404735330305,8443.393103209632,0.10972059435139325,2902.0,20182.8202,46.78,30.79,29.3,29.44,5.57007137234666,31.118032129745234,26.32934302256705,24.826266931619017,33.5341,29.95,Retail-Apparel/Shoe
2021-09-03,BURL,33.2217,32.1738,28.2031,28.9431,34.24,567517.0,526988.0,549169.0,8505.379649379265,7897.9713570995755,8230.398096744171,0.14961860465116278,4021.0,19850.5316,47.02,30.76,25.08,25.22,5.57007137234666,31.298219925705947,26.54206003478253,25.218108700693637,34.421,31.36,Retail-Apparel/Shoe
2021-09-06,BURL,33.1029,31.8611,26.9696,28.3859,34.06,606795.0,533179.0,540940.0,9094.039320937614,7990.756006720881,8107.070147690725,0.04512296006618034,1200.0,19823.1743,46.95,30.73,17.37,25.15,5.57007137234666,31.17209020963876,26.393211028785412,24.81792282222668,33.6628,30.83,Retail-Apparel/Shoe
2021-09-07,BURL,33.1029,31.8611,26.9696,28.3859,34.06,606795.0,533179.0,540940.0,9094.039320937614,7990.756006720881,8107.070147690725,0.04512296006618034,1200.0,19823.1743,46.95,30.73,17.37,25.15,5.57007137234666,31.17209020963876,26.393211028785412,24.81792282222668,34.5345,32.02,Retail-Apparel/Shoe
2021-09-08,BURL,33.2746,32.2039,28.1566,28.94,31.82,889747.0,543145.0,541750.0,13334.641442633574,8140.116040131872,8119.2091701874115,0.08625687527872751,2321.0,19496.8927,47.07,28.37,20.32,25.26,5.57007137234666,31.354365322676472,26.608243180638592,25.256499662661092,33.6708,33.14,Retail-Apparel/Shoe
2021-09-09,BURL,33.1902,32.2906,28.3631,29.0266,33.75,606062.0,548850.0,541423.0,9083.05392887981,8225.617426708297,8114.308944193653,0.03701501412219414,996.0,19629.0059,43.29,28.39,17.79,24.82,5.57007137234666,31.264782034548976,26.502622059713257,25.366955835495908,33.6617,33.1,Retail-Apparel/Shoe
2021-09-10,BURL,33.2967,32.5943,28.4232,29.088,30.48,666580.0,549336.0,542671.0,9990.037439014204,8232.901087038776,8133.012702252208,0.07997616756038316,1745.0,19159.9329,44.1,28.14,24.42,26.97,5.57007137234666,31.37781781000484,26.63587488501176,25.75243663209367,34.2645,35.36,Retail-Apparel/Shoe
2021-09-13,BURL,33.0423,32.4171,29.3953,28.6223,33.26,599190.0,554004.0,544026.0,8980.062586003434,8302.859848956503,8153.319528718945,0.031513374862587026,688.0,19342.7593,43.73,27.82,22.43,23.79,5.57007137234666,31.107729086480365,26.317165297387177,25.527788239681087,33.9286,35.3,Retail-Apparel/Shoe
