PriceDate,symbol,impvol180,impvol90,impvol10,impvol30,rsi,volume,volume3mo,volume6mo,turnover,turnover3m,turnover6m,liquidity_ratio,volume_op,marketcap,cc30,cencc180,cencc5,cencc10,avgimpliedmove,impvol180theta,cIV180,cIV90,IVE,Forward_RV,industrysubgroup
2023-04-04,AMX,26.4746,26.5238,22.4827,23.809,57.7,631224.0,1667921.0,1787760.0,197.93191089370742,523.0073488171289,560.5850744257734,0.050021017234131986,119.0,67143.8873,25.16,23.54,13.94,13.78,2.662232837515363,25.933655940407235,25.9138581681694,25.964120752299703,26.2373,16.09,Cellular Telecom
2023-04-05,AMX,25.8991,26.4736,23.5469,24.6349,54.54,949742.0,1658768.0,1784428.0,297.8090961623948,520.1372570899289,559.5402644579999,0.0037831021437578815,9.0,66638.0958,24.77,23.15,14.63,14.28,2.662232837515363,25.345876313227357,25.325619060745584,25.912836528639623,22.061,15.75,Cellular Telecom
2023-04-06,AMX,30.2518,27.5421,23.81,25.2074,57.24,587959.0,1638248.0,1771322.0,184.36537330195512,513.702833158743,555.4306367756353,0.012568077084206116,30.0,67175.5,23.22,22.93,15.65,14.67,2.662232837515363,29.779547822547936,29.76230843264682,27.003534442920618,25.3131,15.83,Cellular Telecom
2023-04-07,AMX,30.2518,27.5421,23.81,25.2074,57.24,587959.0,1638248.0,1771322.0,184.36537330195512,513.702833158743,555.4306367756353,0.012568077084206116,30.0,67175.5,23.22,22.93,15.65,14.67,2.662232837515363,29.779547822547936,29.76230843264682,27.003534442920618,24.4782,15.93,Cellular Telecom
2023-04-10,AMX,24.3265,24.7318,24.0345,25.2202,60.21,770623.0,1611887.0,1765601.0,241.64303475254664,505.4368560997766,553.6367118579786,0.011661807580174927,28.0,68406.1238,23.44,22.93,12.93,15.4,2.662232837515363,23.736652407730528,23.71502060403912,24.130593263324464,24.3909,15.6,Cellular Telecom
2023-04-11,AMX,25.3743,27.6887,22.89,24.4531,57.04,723619.0,1604775.0,1759996.0,226.90406484701734,503.20675751310046,551.8791608767751,0.0012479201331114808,3.0,67927.7593,23.42,22.53,13.79,14.97,2.662232837515363,24.809376569462998,24.788680894513124,27.153042328439,22.1598,21.41,Cellular Telecom
2023-04-12,AMX,24.4759,23.6,21.0664,22.9943,59.06,753122.0,1593132.0,1745702.0,236.1552738743944,499.5558804258296,547.397013914184,0.0020807324178110697,5.0,68342.3419,22.41,22.49,12.21,13.1,2.662232837515363,23.88974144032161,23.86824838168901,22.96918805704721,22.6997,22.09,Cellular Telecom
2023-04-13,AMX,24.7606,25.0038,22.4724,24.5959,61.32,901806.0,1575534.0,1735064.0,282.7778804915699,494.0377034111606,544.0612730867007,0.005012531328320802,12.0,68820.7064,21.87,22.51,12.03,13.39,2.662232837515363,24.181343586232334,24.160109940975023,24.409293607968255,24.0086,21.97,Cellular Telecom
2023-04-14,AMX,22.7886,24.1568,23.0819,24.4945,58.78,582589.0,1569072.0,1726961.0,182.68151089891086,492.0114242959889,541.5204281980848,0.015301902398676593,37.0,68469.9057,21.74,22.48,11.2,13.61,2.662232837515363,22.157850871314654,22.134676188279784,23.540913029022473,25.1055,23.83,Cellular Telecom
2023-04-17,AMX,23.3317,24.2093,23.6416,24.6468,63.4,697295.0,1555234.0,1719633.0,218.6496898195058,487.6722645318685,539.2225988331857,0.009426229508196722,23.0,69458.5257,22.12,22.5,13.59,13.26,2.662232837515363,22.716035969451617,22.69343131591166,23.594783459273362,22.851,23.42,Cellular Telecom
2023-04-18,AMX,26.3698,24.217,23.5838,23.6231,60.17,523975.0,1537343.0,1709568.0,164.30201166389483,482.0622119708136,536.066532709044,0.003284072249589491,8.0,69012.0522,17.67,22.28,13.45,13.62,2.662232837515363,25.826660978829988,25.80678112512291,23.60268393636622,23.5198,23.49,Cellular Telecom
