PriceDate,symbol,impvol180,impvol90,impvol10,impvol30,rsi,volume,volume3mo,volume6mo,turnover,turnover3m,turnover6m,liquidity_ratio,volume_op,marketcap,cc30,cencc180,cencc5,cencc10,avgimpliedmove,impvol180theta,cIV180,cIV90,IVE,Forward_RV,industrysubgroup
2021-08-04,ZBH,27.9126,25.8591,25.3072,25.3682,32.19,2385086.0,1279600.0,1229708.0,11420.611024803773,6127.164331742716,5888.2642982640455,0.032768561007177316,557.0,30031.5542,32.01,20.09,26.04,24.93,3.254306916622961,27.143160920012242,27.237900777409408,25.129326549074094,27.1703,15.91,Medical Products
2021-08-05,ZBH,26.7563,25.2089,22.1637,23.1796,36.6,1734434.0,1295059.0,1235948.0,8305.065609758927,6201.187225059464,5918.143457894809,0.07294936925623609,1278.0,30424.6008,32.13,20.17,27.6,22.51,3.254306916622961,25.952601712731614,26.05167153351201,24.459735060094168,26.3636,16.22,Medical Products
2021-08-06,ZBH,26.3642,24.8819,21.9575,22.898,35.14,1605782.0,1304810.0,1234321.0,7689.035560451921,6247.8782858652485,5910.352751502119,0.010459299681673489,184.0,30187.5579,31.99,19.77,28.15,22.67,3.254306916622961,25.548169946391067,25.648801953307682,24.12258169454505,26.5398,16.0,Medical Products
2021-08-09,ZBH,26.2134,24.6957,22.361,22.7835,33.21,1715379.0,1313584.0,1219915.0,8213.82350015994,6289.891113645494,5841.371787341231,0.09002205071664829,1633.0,29871.5007,32.2,19.82,28.97,22.91,3.254306916622961,25.39252420555467,25.493770603031635,23.930474263791762,26.5398,16.0,Medical Products
2021-08-10,ZBH,26.3079,25.4546,23.1671,23.2034,31.22,3042153.0,1339524.0,1233419.0,14566.872654115867,6414.100646855008,5906.033490809614,0.06395961613135852,1153.0,29533.1574,32.43,19.8,30.02,23.59,3.254306916622961,25.49006764172429,25.590928127170375,24.71288451719062,26.2896,15.7,Medical Products
2021-08-11,ZBH,26.1265,25.1427,22.6854,23.2627,31.14,1328890.0,1337882.0,1234472.0,6363.181732429628,6406.238516766937,5911.07592020097,0.010540257160200872,191.0,29518.9738,31.87,19.8,15.41,21.4,3.254306916622961,25.302805145273517,25.404409110428055,24.39150186622382,27.7498,16.92,Medical Products
2021-08-12,ZBH,25.9061,25.2618,26.1028,23.849,33.13,2157105.0,1354086.0,1238510.0,10328.959115895166,6483.828526384215,5930.410969622399,0.05311986428457827,1002.0,29662.8219,31.75,19.8,12.81,21.52,3.254306916622961,25.075166264247972,25.17768887745656,24.51425175770209,28.7854,19.41,Medical Products
2021-08-13,ZBH,26.2391,24.9999,21.7273,22.7351,32.68,1457550.0,1368244.0,1241283.0,6979.250022172597,6551.622220395542,5943.689345320893,0.012903565597514089,245.0,29597.9881,31.27,19.77,11.65,21.54,3.254306916622961,25.41905416768452,25.520195312928152,24.244277675567073,27.679,19.38,Medical Products
2021-08-16,ZBH,25.9446,25.0981,23.3645,23.606,34.15,1775624.0,1386925.0,1245766.0,8502.296953523277,6641.072773439237,5965.155047804535,0.08385222083852222,1616.0,29695.2388,31.29,19.71,9.23,21.5,3.254306916622961,25.11494007816224,25.217300988805285,24.34552574108844,27.4601,25.14,Medical Products
2021-08-17,ZBH,26.5755,25.5434,26.0959,24.2502,38.05,1969971.0,1404500.0,1251424.0,9432.897486035234,6725.228198352404,5992.247755710188,0.00980898296334538,190.0,29956.5929,30.55,19.74,7.65,21.91,3.254306916622961,25.766162815205526,25.865946730208815,24.80434001460228,27.0468,25.43,Medical Products
2021-08-18,ZBH,27.1261,26.6423,27.924,24.4589,32.5,1299385.0,1413404.0,1254373.0,6221.916299559472,6767.8797165294,6006.382876843517,0.07464911829725979,1452.0,29251.4715,29.12,20.0,18.56,17.05,3.254306916622961,26.333690344873425,26.43133180923731,25.93457439963108,26.972,25.25,Medical Products
2021-08-19,ZBH,28.2866,27.4189,36.1961,28.4401,32.12,1166388.0,1419728.0,1256055.0,5585.066404526457,6798.1453481736235,6014.422801621311,0.02160619649408887,424.0,29198.8638,27.81,19.94,18.28,15.78,3.254306916622961,27.52761677896726,27.6210379884609,26.73174287640071,27.4649,23.9,Medical Products
